Year,PM2.5,PM10,NO2,CO,SO2,O3,Benzene,Temp,AQI,Decision,,,
2015,293.49,401.49,105.88,2.54,31.58,114.43,7.99,24.11,454,Severe,,,
2015,161.78,234.94,44.61,1.76,21.21,75.71,4.34,24.05,388,Very Poor,,,
2015,153.33,260.04,35.14,2.56,20.9,69.95,4.37,23.06,276,Poor,,,
2015,353.86,496.61,42.74,2.76,19.96,107.69,7.34,21.99,483,Severe,,,
2015,217.55,356.92,32.59,2.84,31.77,103.4,4.83,22.66,451,Severe,,,
2015,201.44,364.2,88.69,2.01,40.75,108.12,7.16,23.8,378,Very Poor,,,
2015,249.95,452.96,88.06,2.64,33.72,115.45,8.75,24.4,439,Severe,,,
2015,219.68,408.52,24.64,1.5,25.96,89.58,3.82,22.83,431,Severe,,,
2015,258.48,398.16,30.46,1.84,28.58,75.26,3.64,22.38,421,Severe,,,
2015,291.66,469.38,27.58,1.75,21.15,101.14,4.46,23.01,454,Severe,,,
2015,221.68,377.4,19.84,1.72,21.27,90.08,3.98,23.02,450,Severe,,,
2015,214.24,342.13,49.66,2.1,22.68,101.15,5.57,24.01,367,Very Poor,,,
2015,184.02,323.56,81.18,2.26,21.27,94.79,5.86,22.05,383,Very Poor,,,
2015,136.22,280.47,44.56,2.1,17.53,71.44,2.86,19.81,347,Very Poor,,,
2015,188.09,367.46,74.07,2.3,21.78,86.88,5.15,19.13,369,Very Poor,,,
2015,238.69,397.16,106.26,2.87,25.59,101.68,7.31,18.85,392,Very Poor,,,
2015,271.42,470.08,139.98,3.28,26.81,124.74,9.41,18.69,455,Severe,,,
2015,293.73,467.32,102.06,2.96,23.06,114.3,9.99,19.12,450,Severe,,,
2015,247.27,450.96,101.94,2.73,20.77,116.29,7.9,18.69,478,Severe,,,
2015,266.95,419.98,123.99,3.49,24.92,132.26,9.04,18.54,431,Severe,,,
2015,241.61,424.09,115.23,2.6,19.65,113.35,9.14,18.83,440,Severe,,,
2015,149.14,312.85,33.11,1.98,15.97,81.11,3.31,20.55,376,Very Poor,,,
2015,182.5,317.46,91.98,1.84,21.35,93.71,4.48,20.02,347,Very Poor,,,
2015,193.58,343.26,60.96,1.71,19.49,90.46,4.05,19.7,343,Very Poor,,,
2015,172.89,294.29,32.3,1.43,17.09,70.51,2.54,20.01,362,Very Poor,,,
2015,190.46,342.59,64.72,1.88,20.73,67.97,3.2,19.01,319,Very Poor,,,
2015,282.76,419.33,116.54,2.51,24.51,131.34,6.23,19.49,425,Severe,,,
2015,183.28,371.83,56.71,1.77,16.48,93.52,4.34,19.91,400,Very Poor,,,
2015,170.74,399.64,61.75,1.87,19.04,88,4.38,17.76,386,Very Poor,,,
2015,190.14,412.29,43.24,1.74,19.24,86.19,5,17.83,385,Very Poor,,,
2015,186.64,352.14,64.77,2.28,20.76,88.93,4.47,17.65,392,Very Poor,,,
2015,282.01,433.03,154.15,3.4,31.36,129.79,8.33,17.37,428,Severe,,,
2015,218.22,439.01,129.37,3.24,34.05,122.22,6.89,16.81,394,Very Poor,,,
2015,249.8,421.49,73.33,3.07,22.34,103.29,4.31,17.84,440,Severe,,,
2015,283.59,478.19,147.22,3.33,23.41,139.79,6.01,18.51,437,Severe,,,
2015,250.69,411.48,82.24,2.74,21.72,131.99,4.96,17.48,431,Severe,,,
2015,211.95,386.66,51.4,2.46,22.11,123.11,3.55,18.1,383,Very Poor,,,
2015,198.38,410.6,57.61,2.1,18.41,119.41,3.74,16.97,377,Very Poor,,,
2015,184.12,385.05,47.72,1.91,16.09,122.43,3.91,14.38,379,Very Poor,,,
2015,135.42,338.3,71.54,2.01,18.89,101.58,3.98,13.1,333,Very Poor,,,
2015,118.6,380.24,56.5,2.7,13.66,79.22,3.4,12.45,314,Very Poor,,,
2015,88.3,439.01,43.65,1.86,14.88,25.23,2.31,12.42,174,Moderate,,,
2015,111.45,421.49,75.23,1.75,14.56,38.16,3.23,13.22,244,Poor,,,
2015,152.24,478.19,54.06,1.89,19.41,29.89,3.07,12.53,308,Very Poor,,,
2015,136.75,411.48,49.33,1.52,19.87,20.82,2.76,11.87,320,Very Poor,,,
2015,114.35,386.66,47.8,1.94,13.17,33.06,2.59,11.65,270,Poor,,,
2015,181.67,410.6,100.08,1.22,18.97,20.58,5.34,11.3,320,Very Poor,,,
2015,135.78,385.05,62.51,1.46,15.59,20.57,3.02,11.07,313,Very Poor,,,
2015,204.72,338.3,136.41,1.45,23.64,57.16,6.91,10.87,326,Very Poor,,,
2015,321.52,380.24,110.63,1.94,22.66,111.69,9,11.45,459,Severe,,,
2015,129.08,486.66,20.45,1.44,13.43,32.42,3.46,11.64,314,Very Poor,,,
2015,132.56,294.13,37.27,2.61,17.57,75.29,3.54,10.65,304,Very Poor,,,
2015,158.69,331.93,52.6,2.65,21.02,88.64,3.76,13.56,310,Very Poor,,,
2015,187.01,375.13,34.43,2.54,21.41,98.88,3.82,15.67,370,Very Poor,,,
2015,148.77,332.68,23.26,2.99,20.34,85.96,3.02,17.42,328,Very Poor,,,
2015,159.67,325.05,33.33,2.32,21.23,82.69,3.4,17.23,331,Very Poor,,,
2015,233.97,391.19,68.54,1.94,22.31,94.75,5.31,15.96,412,Severe,,,
2015,240.97,389.18,85.66,2.38,24.08,87.26,5.58,15.29,433,Severe,,,
2016,295.71,476.09,86.62,2.42,23.57,108.14,5.81,15.14,463,Severe,,,
2016,239.21,395.29,69.42,2.15,23.33,90.45,5.79,13.4,465,Severe,,,
2016,270.1,484.82,54.41,2.39,19.94,97.03,5.33,14.62,426,Severe,,,
2016,339.8,586.2,124.31,2.97,27.9,91.2,7.12,15.79,496,Severe,,,
2016,318.1,535.3,106.93,2.85,30.24,131.4,6.45,17.8,528,Severe,,,
2016,305.51,524.01,99,2.37,25.78,135.04,7.07,17.14,538,Severe,,,
2016,391.54,587.23,167.73,2.39,26.47,186.07,9.07,18.37,535,Severe,,,
2016,339.87,540.86,109,2.34,14.19,150.8,6.61,17.9,603,Severe,,,
2016,158.43,324.64,47.9,2.38,17.94,100.54,3.43,14.95,408,Severe,,,
2016,183.24,345.68,85.1,2.14,24.96,130.02,3.98,15.15,368,Very Poor,,,
2016,227.13,411.6,130.64,2.88,23.98,140.72,6.19,15.31,404,Severe,,,
2016,195.21,381.19,98,2.06,24.06,131.63,4.26,15.39,444,Severe,,,
2016,248.59,399.59,25.76,1.62,16.73,95.93,3.34,15.38,356,Very Poor,,,
2016,196.87,339.06,22.82,1.35,11.82,97.98,2.51,13.51,397,Very Poor,,,
2016,178.8,259.53,24.84,1.39,10.86,81.66,2.41,12.97,371,Very Poor,,,
2016,138.86,220.21,16.26,1.55,11.25,67.4,2.31,12.44,311,Very Poor,,,
2016,179.48,268.5,24.14,1.45,15.89,78.01,2.21,11.92,321,Very Poor,,,
2016,269.05,451.43,75.17,2.4,15.42,107.94,3.78,12.24,424,Severe,,,
2016,278.2,430.74,25.48,3.82,12.59,104.61,3.44,12.05,435,Severe,,,
2016,272.1,415.38,25.73,1.84,14.75,100.12,3.93,11.12,455,Severe,,,
2016,196.83,318.08,29.85,1.68,11.99,91.52,3.95,11.06,398,Very Poor,,,
2016,290.66,418.92,58.36,1.94,17.13,136.52,6.63,11.37,399,Very Poor,,,
2016,294.3,480,58.3,2.13,16.81,147.56,11.67,12.06,469,Severe,,,
2016,303.5,446.28,18.81,2.6,14.74,132.54,13.06,11.37,488,Severe,,,
2016,217.05,362.08,27.18,1.32,16.09,103.53,8.15,10.92,401,Severe,,,
2016,308.75,462.91,33.24,1.7,17.97,139.27,9.11,13.28,446,Severe,,,
2016,255.94,424.11,68.34,2.03,17.09,142.54,9.97,14.58,456,Severe,,,
2016,283.03,463.03,96.44,2.09,23.63,151.6,13.06,15.76,451,Severe,,,
2016,311.08,498.38,140.59,2.54,29.99,175.04,17.15,17.61,501,Severe,,,
2016,285.83,450.72,114.59,2.54,27.94,157.74,11.99,19.23,505,Severe,,,
2016,242.05,291.16,22.08,1.77,12.4,75.74,3.93,17.94,437,Severe,,,
2016,121.4,193.5,20.04,1.08,16.33,90.99,2.9,14.95,305,Very Poor,,,
2016,135.31,242.87,26.56,1.14,19.08,94.8,3.55,13.23,292,Poor,,,
2016,136.87,273.78,18.78,1.11,24.23,95.15,4.51,13.51,306,Very Poor,,,
2016,130.76,269.21,63.15,1.47,23.7,85.13,9.22,14.01,300,Poor,,,
2016,206.72,383.25,103.55,1.82,30.2,121.22,13.75,14.45,371,Very Poor,,,
2016,224.94,348.14,139.49,2.6,26.22,149.67,11.57,15.79,408,Severe,,,
2016,170.45,249.91,24.15,1.28,20.74,95.23,5.29,15.75,343,Very Poor,,,
2016,119.57,186.86,46.36,1.26,19.21,74.61,7.03,15.42,301,Very Poor,,,
2016,181.76,261.7,53.77,1.46,19.53,106.92,8.52,16.13,322,Very Poor,,,
2016,216.55,341.38,99.27,2.02,21.61,129.76,10.15,16.44,368,Very Poor,,,
2016,150,270.49,61.14,1.88,21.25,93.1,7.25,16.73,349,Very Poor,,,
2016,146.03,296.27,41.52,1.56,26.86,117.2,6.5,15.94,334,Very Poor,,,
2016,110.89,228.81,15.7,2.14,20.94,101.47,3.19,16.56,333,Very Poor,,,
2016,103.57,177.49,21.11,1.11,29.71,89.22,4.57,15.98,257,Poor,,,
2016,115.7,219.52,26.8,1.88,27.44,93.47,6.81,14.82,265,Poor,,,
2016,123.22,216.09,27.2,1.25,29.19,95.46,6.11,16.27,297,Poor,,,
2016,135.38,236.15,30.25,1.36,37.35,89.38,8.2,18.69,289,Poor,,,
2016,148.75,217.16,41.39,1.41,26.28,90.48,9.41,20.94,310,Very Poor,,,
2016,207.1,307.38,54.8,1.76,32.25,108.89,10.6,21.38,366,Very Poor,,,
2016,150.89,225.66,72.64,1.48,20.15,84.64,8.31,22.69,345,Very Poor,,,
2016,76.12,137.44,9.77,1,10.43,73.2,3.07,20.53,228,Poor,,,
2016,88.73,137.44,12.59,1.02,20.79,75.96,3.48,19.98,213,Poor,,,
2016,86.17,194.61,32.16,1.41,21.27,95.32,2.19,19.69,208,Poor,,,
2016,177.64,309.47,93.53,2.07,50.44,200.41,4.5,20.94,319,Very Poor,,,
2016,131.69,232.45,53.41,1.6,21.19,97.56,5.66,20.39,315,Very Poor,,,
2016,129.66,236.27,50.39,1.63,21.44,115.84,2.56,20.58,293,Poor,,,
2016,144.98,245.96,63.25,1.78,24.43,117.3,3.51,20.15,342,Very Poor,,,
2016,163.92,263.73,84.62,1.98,21.63,130.99,3.71,20.53,338,Very Poor,,,
2016,170.12,255.34,85.99,1.99,17.63,137.57,5.5,21.3,344,Very Poor,,,
2016,213.62,299.88,113.63,2.43,25.49,138.3,10.49,22.44,370,Very Poor,,,
2016,175.63,244.58,123.21,1.94,25.53,157.07,6.27,24.7,365,Very Poor,,,
2016,165.22,264.31,116.23,2.61,33.45,113.89,10.66,25.52,348,Very Poor,,,
2016,115.55,201.71,28.05,1.36,16.6,103.88,3.87,25.98,312,Very Poor,,,
2016,53,129.37,9.63,0.73,19.05,84.88,1.82,25.19,214,Poor,,,
2016,47.43,60.61,17.03,0.86,15.1,81.26,2.32,24.32,165,Moderate,,,
2016,98.61,167.78,33.11,1.28,20.44,82.97,6.69,23.48,218,Poor,,,
2016,84.42,134.81,19.94,1.07,26.24,61.83,4.16,23.62,230,Poor,,,
2016,109.16,164.84,35.5,1.16,31.56,66.4,4.96,22.96,248,Poor,,,
2016,129.9,240.67,54.54,1.57,26.69,92.04,7.33,25.73,276,Poor,,,
2016,85.76,204.96,38.38,1.69,9.58,36.99,3.31,26.09,213,Poor,,,
2016,60.17,164.84,8.84,2,8.04,31.91,1.52,25.1,127,Moderate,,,
2016,58.95,240.67,4.1,1.43,7.25,66.25,1.03,23.3,112,Moderate,,,
2016,51.82,204.96,23.42,1.22,18.53,55.08,1.75,23.45,111,Moderate,,,
2016,81.32,162.38,71.57,1.74,20.36,77.88,3.24,21.25,193,Moderate,,,
2016,67.63,152.46,21.36,1.14,17.04,48.58,3.62,21.26,123,Moderate,,,
2016,70.86,137.98,22.03,1.12,21.48,73.05,4.97,24.08,194,Moderate,,,
2016,72.47,133.3,24.06,1.24,27.7,70.45,1.92,25.86,186,Moderate,,,
2016,103.73,194.95,67.6,2.2,30.74,56.49,3.3,25.9,242,Poor,,,
2016,95.52,167.64,55.13,1.56,20.52,97.74,4.21,25.99,267,Poor,,,
2016,58.4,129.21,12.64,1.14,15.98,65.16,3.13,24.48,207,Poor,,,
2016,47.43,139.62,5.98,0.96,13.54,70.69,2.41,23.37,176,Moderate,,,
2016,80.01,148.1,34.57,1.29,22.15,84.89,3.3,24.83,189,Moderate,,,
2016,156.01,228.19,85.62,2.18,24.44,169.36,4.06,26.04,341,Very Poor,,,
2016,137.99,217.03,47.16,2.1,32.84,142.38,4.46,25.9,325,Very Poor,,,
2016,72.44,122.24,12.75,1.1,23.86,66.2,2.52,24.92,259,Poor,,,
2016,61.75,54,6.56,0.74,18.09,66.87,1.6,25.52,178,Moderate,,,
2016,81.46,110.31,21.37,1.04,25.75,77.27,3.49,25.73,219,Poor,,,
2016,89.75,156.89,18.61,1.28,42.34,67.87,4.29,27.15,206,Poor,,,
2016,88.68,163.7,28.13,1.35,36.91,47.01,4.1,29.34,221,Poor,,,
2016,127.86,217.03,93.5,2.2,19.64,62.15,3.73,30.69,298,Poor,,,
2016,130.7,122.24,5.58,1.39,12.78,29.69,2.3,30.98,316,Very Poor,,,
2016,118.44,54,16.79,1.88,16.35,29.38,4.26,33.04,294,Poor,,,
2016,148.22,110.31,63.75,1.68,27.44,69.66,6.9,34.81,314,Very Poor,,,
2016,132.86,156.89,54.82,1.51,20.54,63.44,8.27,32.23,334,Very Poor,,,
2016,97.83,163.7,7.16,1.38,18.86,28.8,3.23,31.92,261,Poor,,,
2016,91.82,218.3,24.61,1.4,31.06,37.04,4.94,31.71,208,Poor,,,
2016,129.61,329.68,54.59,1.22,35.57,32.33,8.56,31.09,289,Poor,,,
2016,89.78,193.14,24.3,1.52,48.86,34.75,7.42,30.45,216,Poor,,,
2016,166.76,272.67,65.1,1.51,46.97,47.93,12.58,31.64,314,Very Poor,,,
2016,107.81,154.18,35.14,1.77,35.24,31.6,6.63,30.65,262,Poor,,,
2016,81.12,246.86,13.25,0.72,22.66,61.02,4.87,30.38,257,Poor,,,
2016,74.03,201.81,13.94,0.71,17.85,58.47,3.54,29.9,235,Poor,,,
2016,74.9,247.61,25.64,1.11,25.16,58.74,3.5,31.13,239,Poor,,,
2016,94.81,220.48,39.07,1.32,26.21,75.75,4.53,32.62,239,Poor,,,
2016,137.48,285.18,88.96,1.98,37.57,85.91,7.75,33.51,302,Very Poor,,,
2016,124.13,220.48,36.76,1.88,14.84,35.97,3.55,35.28,296,Poor,,,
2016,102.86,285.18,30.63,1.04,13.34,66.77,2.91,36.15,247,Poor,,,
2016,102.9,219.17,33.28,0.98,22.15,81.29,4.76,35.9,265,Poor,,,
2016,129.06,311.93,35.74,1.52,35.73,98.35,6.73,34.62,301,Very Poor,,,
2016,124.8,283.05,22.33,1.09,29.16,97.22,5.51,34.96,322,Very Poor,,,
2016,92.74,265.56,13.43,0.88,19.87,103.07,2.82,33.88,291,Poor,,,
2016,113.75,208.42,9.87,0.93,25.63,110.09,1.91,35.74,292,Poor,,,
2016,89.52,171.92,18.15,1.51,25.65,87.26,1.88,32.33,258,Poor,,,
2016,123.59,219.3,57.65,1.7,40.96,87.66,3.33,31.65,282,Poor,,,
2016,104.5,213.36,31.14,1.47,39.91,87.38,3.17,32.1,271,Poor,,,
2016,139.37,306.08,71.92,2.08,38.53,86.82,5.89,34,314,Very Poor,,,
2016,162.54,379.7,154.33,2.7,33.53,87.74,9.46,34.72,377,Very Poor,,,
2016,161.23,354.17,72.12,2.08,35.7,117.59,6.68,34.36,390,Very Poor,,,
2016,181.49,383.05,62.82,2.14,38,56.3,5.69,34.9,392,Very Poor,,,
2016,142.64,219.3,30.09,1.82,13.83,59.71,3.38,33.73,342,Very Poor,,,
2016,124.21,213.36,52.27,1.9,10.98,74.25,4.16,35.01,297,Poor,,,
2016,119.47,306.08,21.08,1.49,10,70.42,2.77,37.87,275,Poor,,,
2016,125.36,379.7,10,1.49,21.42,101.53,3.23,37.5,281,Poor,,,
2016,103.08,354.17,18.52,1.44,26.13,91.18,4.3,36.97,309,Very Poor,,,
2016,65.02,383.05,11.94,1.14,18.35,79.9,2.75,35.94,262,Poor,,,
2016,54.34,136.92,21,1.12,20.23,65.26,4.02,35.24,194,Moderate,,,
2016,77.89,193.14,15.3,0.98,20.15,75.61,4.69,35.87,229,Poor,,,
2016,90.19,208.75,7.73,1.1,25.25,81.61,4.6,37.35,246,Poor,,,
2016,77.34,168.66,3.71,1.04,18.97,79.06,3.04,37.38,225,Poor,,,
2016,73.55,174.94,5.87,1.05,22.26,68.57,3.71,38.56,221,Poor,,,
2016,66.49,112.6,6.74,0.98,16.32,61.02,2.99,37.62,185,Moderate,,,
2016,100.09,207.98,14.69,1.34,17.95,76.43,4.2,37.94,218,Poor,,,
2016,99.88,250.51,37,1.1,16.54,95.52,5.83,38.9,310,Very Poor,,,
2016,105.51,292.64,46.21,1.44,20.49,86.22,6.12,39.2,307,Very Poor,,,
2016,128.85,379.8,50.68,1.83,18.7,56.63,6.57,39.34,325,Very Poor,,,
2016,94.89,247.95,37.68,1.12,21.19,62.4,4.32,39.18,316,Very Poor,,,
2016,92.95,249.27,32.62,1.19,27.34,89.66,4.72,38.87,302,Very Poor,,,
2016,117.64,266.72,52.8,1.76,31.96,105.42,5.44,39.75,318,Very Poor,,,
2016,94.22,219.01,11.17,1.86,27.98,85.76,3.74,40.92,300,Poor,,,
2016,70.86,186.97,7.21,1.07,12.82,77.8,2.58,40.89,246,Poor,,,
2016,78.02,233.72,4.48,0.96,13.08,107.9,1.88,41.97,255,Poor,,,
2016,66.3,149.31,4.99,0.99,15.3,101.65,1.16,41.93,218,Poor,,,
2016,87.31,163.9,5.25,0.79,16.69,93.48,0.87,41.78,252,Poor,,,
2016,57.35,103.26,12.6,0.89,13.46,75.38,0.99,37.39,190,Moderate,,,
2016,105.02,240.52,14.64,1.48,13.98,126.55,1.86,36.57,256,Poor,,,
2016,111.22,293.73,22.75,1.06,11.79,160.06,1.57,37.22,311,Very Poor,,,
2016,180.71,379.29,25.71,1.29,13.73,169.35,2.65,38.98,381,Very Poor,,,
2016,109.82,314,8.63,0.96,15.48,120.76,1.62,39.06,409,Severe,,,
2016,42.67,169.36,3.57,0.87,10.6,101.26,0.66,35.69,269,Poor,,,
2016,56.87,101.24,21.03,1.39,11.3,73.43,2.4,33.89,187,Moderate,,,
2016,101.54,214.14,31.68,1.29,9.15,83.4,4.76,35.9,225,Poor,,,
2016,76.56,251.87,17.71,1.04,13.11,86.34,4.57,37.29,283,Poor,,,
2016,81.4,298.5,26.72,1.3,13.87,94.77,4.72,37.73,316,Very Poor,,,
2016,138.97,296.64,53.59,1.7,21.41,129.18,8.08,39.28,361,Very Poor,,,
2016,137.81,274.63,26.48,1.48,15.4,115.31,5.88,40.22,330,Very Poor,,,
2016,77.72,166.28,4.05,0.99,11.7,78.8,2.31,42.11,256,Poor,,,
2016,84.61,208.17,8.11,1.48,14.68,100.24,2.73,41.55,237,Poor,,,
2016,66.72,152.18,8.77,1.77,15.9,82.33,3.28,40.59,246,Poor,,,
2016,64.08,143.88,7.96,1.45,19.95,79.75,4.35,40.51,202,Poor,,,
2016,64.95,187.69,15.09,1.75,15.09,84.94,4.18,41,209,Poor,,,
2016,75.75,239.74,20.49,3.84,18.14,92.8,4.58,41.66,262,Poor,,,
2016,69.25,225.52,15.79,3.61,9.83,68.93,4.66,40.61,280,Poor,,,
2016,70.71,272.34,19.62,2.59,9.78,70.91,3.45,40.22,279,Poor,,,
2016,96.72,332.91,20.53,3.24,10.14,98.09,4.68,38.58,357,Very Poor,,,
2016,59.02,197.51,27.2,3.44,8.29,57.42,6.15,37.26,266,Poor,,,
2016,102.42,330.36,18.12,1.59,11.23,65.24,4.53,36.89,330,Very Poor,,,
2016,62.37,109.42,7.69,2.49,9.89,56.97,2.66,37.58,248,Poor,,,
2016,67.76,120.06,16.21,1.87,10.43,59.25,2.66,38.83,172,Moderate,,,
2016,79.17,142.57,7.3,1.94,8.64,68.32,2.64,39,234,Poor,,,
2016,101.31,101.54,7.47,2.64,9.51,56.24,2.99,39.8,201,Poor,,,
2016,83.1,84.18,11.99,2.11,11.24,52.76,3.21,39.97,206,Poor,,,
2016,72.33,54.85,6.49,2.49,10.54,43.4,2.81,39.32,159,Moderate,,,
2016,75.14,99.89,9.12,3.73,7.88,51.74,3.39,39.12,187,Moderate,,,
2016,91.63,98.88,10.88,2.11,8.34,55.92,3.55,39.83,228,Poor,,,
2016,100.02,331.1,15.97,2.02,9.03,101.3,3.84,40.4,284,Poor,,,
2016,67.12,175.26,4.67,1.09,10.87,79.26,2.77,40.64,310,Very Poor,,,
2016,48,86.63,4.54,0.85,8.71,58.37,2.99,40.65,158,Moderate,,,
2016,76.76,112.46,5.66,1.71,7.63,51.76,2.29,39.51,154,Moderate,,,
2016,80.89,96.05,12.43,3,9.77,55.61,2.91,34.87,187,Moderate,,,
2016,60.67,68.43,7.96,2.08,10.22,44.44,2.51,37.62,180,Moderate,,,
2016,69.65,103.25,9.49,2.39,9.43,51.31,2.96,38.13,190,Moderate,,,
2016,58.21,113.1,12.65,2.23,7.97,37.35,3,36.53,164,Moderate,,,
2016,57.24,96.62,15.31,2.93,7.81,40.49,3.18,35.15,148,Moderate,,,
2016,67.6,95.26,10.6,2.78,8.77,48.9,2.96,33.33,154,Moderate,,,
2016,57.1,75.83,14.67,1.72,8.88,52.3,2.79,31.31,160,Moderate,,,
2016,68.71,162.2,21.67,2.22,8.51,55.57,3.29,35.41,165,Moderate,,,
2016,77.71,143.29,11.31,2.64,7.6,57.81,3.05,37.23,210,Poor,,,
2016,54.5,80.82,6.51,2.18,8.73,42.67,2.53,37.4,158,Moderate,,,
2016,54.96,98.86,14.06,1.58,8.38,45.55,3.06,36.95,172,Moderate,,,
2016,52.95,87.81,13.01,1.96,7.73,45.1,2.59,36.87,151,Moderate,,,
2016,59.13,86.18,12.96,1.72,7.94,43.24,2.95,36.09,143,Moderate,,,
2016,60.92,74.51,13.86,1.08,7.74,42.22,3.58,35.62,156,Moderate,,,
2016,39.32,57.16,24.89,2.36,9.06,43.95,3.21,33.01,108,Moderate,,,
2016,71.53,79.1,29.55,1.82,8.23,50.01,3.75,32.94,163,Moderate,,,
2016,73.51,56.29,31.24,5,7.39,47.3,3.87,31.15,247,Poor,,,
2016,52.88,88.23,24.44,4.65,6.58,36.35,2.84,31.55,123,Moderate,,,
2016,50.99,44.48,14.85,1.21,7.18,33.31,3.47,29.62,106,Moderate,,,
2016,75.93,38.59,14.17,2.48,7,28.11,3.43,28.61,202,Poor,,,
2016,44.08,77.07,24.72,1.47,7.31,36.73,4.26,28.36,120,Moderate,,,
2016,42.14,166.27,20.73,1.31,6.78,44.7,4.26,29.96,135,Moderate,,,
2016,56.86,203.09,24.36,1.16,9.36,61.07,2.37,31.09,245,Poor,,,
2016,45.64,240.86,32.54,0.87,7.27,56.3,2.34,31.67,280,Poor,,,
2016,48.36,157.41,20.2,1.14,8.63,64.4,1.91,30.5,269,Poor,,,
2016,42.09,80.14,8.85,0.84,7.23,51.32,1.96,31.4,163,Moderate,,,
2016,59.4,124.47,15.95,1.45,8.91,65.42,2.97,31.3,269,Poor,,,
2016,76.29,163.57,19.52,1.32,7.93,62.62,3.39,31.82,163,Moderate,,,
2016,54.5,95.08,11.64,1.08,8.2,52.3,2.91,30.01,163,Moderate,,,
2016,40.55,58.09,25.41,1.36,10.82,56.73,4.88,28.05,108,Moderate,,,
2016,46.44,68.69,27.67,1.34,9.95,72.25,4.81,28.06,134,Moderate,,,
2016,56.16,76.89,38.7,1.76,9.87,70.34,5.25,29.16,155,Moderate,,,
2016,42.7,50,29.68,1.55,8.69,49.28,4.77,28.7,116,Moderate,,,
2016,48.03,70.62,23.7,1.29,8.01,85.11,4.25,28.95,136,Moderate,,,
2016,43.47,53.42,17.15,1.29,10.33,68.03,3.55,29.19,150,Moderate,,,
2016,43.55,55.33,24.58,2.69,8.23,91.54,2.99,28.1,121,Moderate,,,
2016,50.86,67.92,23.29,1.35,6.96,92.81,2.01,28.76,149,Moderate,,,
2016,49.04,87.48,17.77,0.92,9.03,86.42,2.26,28.44,178,Moderate,,,
2016,39.3,78.77,11.79,1.2,9.36,63.17,2.26,30.08,120,Moderate,,,
2016,43.86,76.69,23.12,2.13,9.81,68.19,2.28,29.48,140,Moderate,,,
2016,42.84,75.19,15.7,2.48,10.02,67.17,2.02,29.12,142,Moderate,,,
2016,44.04,82.26,16.52,1.37,8.48,73.28,1.93,29.73,141,Moderate,,,
2016,41.29,64.76,16.97,2.93,8.02,59.76,1.78,28.87,125,Moderate,,,
2016,39.28,54.92,15.91,1.6,9.75,53.53,1.92,28.96,127,Moderate,,,
2016,30.66,32.79,18.9,2.22,8.37,54.64,1.55,27.51,119,Moderate,,,
2016,42.15,84.46,31.69,1.39,8.73,70.12,2.22,28.44,111,Moderate,,,
2016,56.45,92.71,30.9,1.53,7.77,68.22,2.92,29.28,132,Moderate,,,
2016,40.81,80.14,38.03,1.28,12.53,81.39,2.39,29,149,Moderate,,,
2016,39.51,185.99,30.79,2.15,8.87,91.79,1.43,29.31,166,Moderate,,,
2016,49.04,245.72,25.06,3.78,7.97,83.64,0.9,29.28,274,Poor,,,
2016,62.19,247.59,24.1,0.95,11.16,85.32,2.15,29.28,295,Poor,,,
2016,55.55,132.65,22.7,1.23,9.22,72.82,2.48,28.69,219,Poor,,,
2016,59.03,153.16,22.45,1.15,8.84,69.54,2.83,29.56,169,Moderate,,,
2016,48.57,90.68,10.1,1.59,8.56,59.67,1.48,29.51,174,Moderate,,,
2016,28.01,65.58,5.42,3.11,9.02,42.88,1.1,29.05,111,Moderate,,,
2016,28.6,78.83,8.46,2.59,7.97,43.07,1.45,29.6,93,Satisfactory,,,
2016,38.99,85.48,7.8,1.25,8.06,50.23,3.22,29.74,107,Moderate,,,
2016,43.35,73.22,11.04,1.17,10.86,48.2,3.11,27.83,127,Moderate,,,
2016,45.88,118.92,28.83,0.99,8.23,32.24,8.35,29.78,93,Satisfactory,,,
2016,54.13,125.44,44.27,1,9.57,41.9,7.06,30.61,142,Moderate,,,
2016,56.56,125.44,7.36,0.36,7.91,26.55,7.29,29.39,93,Satisfactory,,,
2016,57.09,170.2,12.69,1.67,7.04,27.7,4.97,28.62,224,Poor,,,
2016,54.73,189.12,19,1.1,8.92,40.47,5.01,28.44,169,Moderate,,,
2016,48.93,89.57,17.92,1.12,9.22,41.9,4.12,29.27,110,Moderate,,,
2016,37.1,60.16,21.97,2.07,8.72,41.57,2.64,28.23,100,Satisfactory,,,
2016,28.06,47.47,32.06,1.22,9.47,54.7,2.55,28.31,109,Moderate,,,
2016,44.31,111.18,35.83,0.98,9.37,64.8,2.63,27.54,154,Moderate,,,
2016,46.77,208.01,30.88,0.91,10.09,68.7,2.73,27.26,216,Poor,,,
2016,57.64,269.42,32.6,0.91,9.05,56.8,2.03,27.48,262,Poor,,,
2016,45.37,246.81,35.47,1.17,9.87,57.01,1.42,27.85,260,Poor,,,
2016,50.42,282.23,31.2,2.99,10.61,61.24,1.91,27.83,329,Very Poor,,,
2016,50.73,233.83,30.1,2.16,14.63,75.45,2.19,27.69,291,Poor,,,
2016,71.72,260.6,31.37,1.41,12.02,63.76,2.31,28.19,300,Poor,,,
2016,87.99,277.61,34.45,2.39,10.34,49.75,2.63,28.26,335,Very Poor,,,
2016,45.7,190.45,29.83,0.75,10.81,55.82,2.4,28.4,240,Poor,,,
